flight_date,flight_id,airline,flight_number,tail_number,operation,origin,destination,terminal,aircraft_type,scheduled_time,scheduled_min,actual_time,actual_min,actual_taxi_min,wheels_time_min,delay_min,distance_mi
2024-08-01,F0196,YX,5733,N211JQ,DEP,JFK,BOS,T8,narrow,09:59,599,09:58,598.0,31.0,629.0,-1.0,187.0
2024-08-01,F0197,DL,2019,N104DN,DEP,JFK,MCO,T4,narrow,09:59,599,09:55,595.0,28.0,623.0,-4.0,944.0
2024-08-01,F0198,9E,5086,N908XJ,DEP,JFK,PIT,T4,narrow,09:59,599,09:55,595.0,32.0,627.0,-4.0,340.0
2024-08-01,F0199,YX,4362,N109HQ,DEP,JFK,ORF,T8,narrow,09:59,599,09:53,593.0,23.0,616.0,-6.0,290.0
2024-08-01,F0200,DL,2420,N704X,ARR,ATL,JFK,T4,narrow,10:00,600,,588.0,7.0,581.0,-12.0,760.0
2024-08-01,F0201,DL,2428,N929DZ,ARR,MIA,JFK,T4,narrow,10:00,600,,585.0,10.0,575.0,-15.0,1089.0
2024-08-01,F0202,B6,2123,N969JT,DEP,JFK,LAX,T5,narrow,10:00,600,09:59,599.0,25.0,624.0,-1.0,2475.0
2024-08-01,F0203,AA,380,N904AN,ARR,CLT,JFK,T8,narrow,10:00,600,,578.0,5.0,573.0,-22.0,541.0
2024-08-01,F0204,YX,4570,N135HQ,ARR,IND,JFK,T8,narrow,10:00,600,,570.0,7.0,563.0,-30.0,665.0
2024-08-01,F0205,HA,51,N373HA,DEP,JFK,HNL,T4,narrow,10:00,600,10:05,605.0,28.0,633.0,5.0,4983.0
2024-08-01,F0206,DL,1029,N706TW,DEP,JFK,ATL,T4,narrow,10:05,605,10:03,603.0,28.0,631.0,-2.0,760.0
2024-08-01,F0207,F9,3546,N394FR,ARR,SJU,JFK,T4,narrow,10:08,608,,623.0,8.0,615.0,15.0,1598.0
2024-08-01,F0208,DL,2165,N573DT,ARR,FLL,JFK,T4,narrow,10:09,609,,993.0,51.0,942.0,384.0,1069.0
2024-08-01,F0209,DL,2475,N774DE,ARR,TPA,JFK,T4,narrow,10:12,612,,604.0,9.0,595.0,-8.0,1005.0
2024-08-01,F0210,DL,2702,N114DN,ARR,MCO,JFK,T4,narrow,10:16,616,,606.0,14.0,592.0,-10.0,944.0
2024-08-01,F0211,B6,1613,N943JT,DEP,JFK,LAS,T5,narrow,10:20,620,10:12,612.0,23.0,635.0,-8.0,2248.0
2024-08-01,F0212,9E,5287,N936XJ,DEP,JFK,BTV,T4,narrow,10:20,620,10:07,607.0,29.0,636.0,-13.0,266.0
2024-08-01,F0213,YX,4367,N435YX,ARR,PIT,JFK,T8,narrow,10:29,629,,615.0,6.0,609.0,-14.0,340.0
2024-08-01,F0214,OO,3863,N258SY,ARR,ORD,JFK,T4,narrow,10:29,629,,628.0,11.0,617.0,-1.0,740.0
2024-08-01,F0215,9E,5044,N176PQ,ARR,CVG,JFK,T4,narrow,10:30,630,,614.0,13.0,601.0,-16.0,589.0
2024-08-01,F0216,OO,4089,N247SY,ARR,BNA,JFK,T4,narrow,10:30,630,,612.0,8.0,604.0,-18.0,765.0
2024-08-01,F0217,B6,83,N570JB,DEP,JFK,MCO,T5,narrow,10:30,630,10:29,629.0,19.0,648.0,-1.0,944.0
2024-08-01,F0218,DL,268,N180DN,DEP,JFK,HNL,T4,narrow,10:30,630,10:32,632.0,23.0,655.0,2.0,4983.0
2024-08-01,F0219,AA,315,N815NN,ARR,MIA,JFK,T8,narrow,10:34,634,,613.0,5.0,608.0,-21.0,1089.0
2024-08-01,F0220,B6,2786,N3138J,ARR,RDU,JFK,T5,narrow,10:35,635,,630.0,7.0,623.0,-5.0,427.0
2024-08-01,F0221,YX,4515,N135HQ,DEP,JFK,BNA,T8,narrow,10:40,640,10:31,631.0,20.0,651.0,-9.0,765.0
2024-08-01,F0222,B6,947,N645JB,DEP,JFK,BZN,T5,narrow,10:45,645,10:40,640.0,21.0,661.0,-5.0,1902.0
2024-08-01,F0223,DL,2744,N116DU,ARR,MSP,JFK,T4,narrow,10:45,645,,631.0,9.0,622.0,-14.0,1029.0
2024-08-01,F0224,OO,4073,N257SY,ARR,MKE,JFK,T4,narrow,10:55,655,,841.0,26.0,815.0,186.0,745.0
2024-08-01,F0225,B6,1401,N652JB,DEP,JFK,FLL,T5,narrow,10:59,659,11:07,667.0,16.0,683.0,8.0,1069.0
2024-08-01,F0226,AA,688,N904AN,DEP,JFK,MIA,T8,narrow,10:59,659,10:59,659.0,18.0,677.0,0.0,1089.0
2024-08-01,F0227,B6,407,N284JB,ARR,PWM,JFK,T5,narrow,11:00,660,,647.0,8.0,639.0,-13.0,273.0
2024-08-01,F0228,AA,2287,N12028,ARR,AUS,JFK,T8,narrow,11:00,660,,633.0,7.0,626.0,-27.0,1521.0
2024-08-01,F0229,AA,255,N107NN,DEP,JFK,LAX,T8,narrow,11:00,660,10:50,650.0,19.0,669.0,-10.0,2475.0
2024-08-01,F0230,B6,523,N2157J,DEP,JFK,LAX,T5,narrow,11:00,660,10:56,656.0,16.0,672.0,-4.0,2475.0
2024-08-01,F0231,B6,2204,N2084J,ARR,SJU,JFK,T5,narrow,11:02,662,,647.0,6.0,641.0,-15.0,1598.0
2024-08-01,F0232,YX,4808,N406YX,ARR,CMH,JFK,T8,narrow,11:05,665,,641.0,8.0,633.0,-24.0,483.0
2024-08-01,F0233,F9,3545,N394FR,DEP,JFK,SJU,T4,narrow,11:08,668,11:24,684.0,30.0,714.0,16.0,1598.0
2024-08-01,F0234,DL,1854,N898DN,ARR,SJU,JFK,T4,narrow,11:09,669,,653.0,6.0,647.0,-16.0,1598.0
2024-08-01,F0235,DL,1514,N929DZ,DEP,JFK,MIA,T4,narrow,11:10,670,11:04,664.0,23.0,687.0,-6.0,1089.0
2024-08-01,F0236,DL,1034,N422DZ,ARR,ATL,JFK,T4,narrow,11:14,674,,666.0,8.0,658.0,-8.0,760.0
2024-08-01,F0237,DL,680,N704X,DEP,JFK,SFO,T4,narrow,11:15,675,11:10,670.0,16.0,686.0,-5.0,2586.0
2024-08-01,F0238,DL,305,N503DZ,DEP,JFK,FLL,T4,narrow,11:19,679,17:05,1025.0,91.0,1116.0,346.0,1069.0
2024-08-01,F0239,9E,5070,N176PQ,DEP,JFK,CLT,T4,narrow,11:20,680,11:14,674.0,19.0,693.0,-6.0,541.0
2024-08-01,F0240,OO,3990,N247SY,DEP,JFK,IAD,T4,narrow,11:20,680,11:16,676.0,15.0,691.0,-4.0,228.0
2024-08-01,F0241,B6,2417,N3157J,ARR,BOS,JFK,T5,narrow,11:22,682,,698.0,8.0,690.0,16.0,187.0
2024-08-01,F0242,DL,337,N527DE,DEP,JFK,SEA,T4,narrow,11:25,685,11:23,683.0,23.0,706.0,-2.0,2422.0
2024-08-01,F0243,DL,2090,N114DN,DEP,JFK,MCO,T4,narrow,11:26,686,11:23,683.0,16.0,699.0,-3.0,944.0
2024-08-01,F0244,DL,1250,N774DE,DEP,JFK,AUS,T4,narrow,11:26,686,11:21,681.0,26.0,707.0,-5.0,1521.0
2024-08-01,F0245,B6,1074,N3139J,ARR,BNA,JFK,T5,narrow,11:28,688,,671.0,5.0,666.0,-17.0,765.0
2024-08-01,F0246,AA,2643,N815NN,DEP,JFK,CLT,T8,narrow,11:29,689,11:26,686.0,19.0,705.0,-3.0,541.0
2024-08-01,F0247,B6,718,N3138J,DEP,JFK,BOS,T5,narrow,11:29,689,11:36,696.0,24.0,720.0,7.0,187.0
2024-08-01,F0248,B6,520,N3203J,ARR,ATL,JFK,T5,narrow,11:30,690,,679.0,5.0,674.0,-11.0,760.0
2024-08-01,F0249,DL,773,N177DN,DEP,JFK,LAX,T4,narrow,11:30,690,11:24,684.0,20.0,704.0,-6.0,2475.0
2024-08-01,F0250,YX,4322,N422YX,ARR,CVG,JFK,T8,narrow,11:30,690,,668.0,9.0,659.0,-22.0,589.0
2024-08-01,F0251,OO,3730,N258SY,DEP,JFK,ORD,T4,narrow,11:30,690,11:25,685.0,15.0,700.0,-5.0,740.0
2024-08-01,F0252,DL,807,N509DT,DEP,JFK,LAS,T4,narrow,11:30,690,11:29,689.0,21.0,710.0,-1.0,2248.0
2024-08-01,F0253,DL,917,N510DE,DEP,JFK,SLC,T4,narrow,11:30,690,11:28,688.0,30.0,718.0,-2.0,1990.0
2024-08-01,F0254,B6,602,N665JB,ARR,FLL,JFK,T5,narrow,11:33,693,,674.0,4.0,670.0,-19.0,1069.0
2024-08-01,F0255,B6,1338,N284JB,DEP,JFK,MVY,T5,narrow,11:35,695,11:35,695.0,20.0,715.0,0.0,173.0
2024-08-01,F0256,9E,5009,N905XJ,ARR,RDU,JFK,T4,narrow,11:39,699,,868.0,9.0,859.0,169.0,427.0
2024-08-01,F0257,DL,2414,N116DU,DEP,JFK,MSP,T4,narrow,11:40,700,11:34,694.0,22.0,716.0,-6.0,1029.0
2024-08-01,F0258,AA,682,N321RL,DEP,JFK,MIA,T8,narrow,11:42,702,11:39,699.0,20.0,719.0,-3.0,1089.0
2024-08-01,F0259,AS,23,N928AK,DEP,JFK,SEA,T7,narrow,11:45,705,11:38,698.0,25.0,723.0,-7.0,2422.0
2024-08-01,F0260,AS,19,N974AK,DEP,JFK,PDX,T7,narrow,11:45,705,11:38,698.0,23.0,721.0,-7.0,2454.0
2024-08-01,F0261,YX,5596,N823MD,ARR,RIC,JFK,T8,narrow,11:59,719,,708.0,11.0,697.0,-11.0,288.0
2024-08-01,F0262,YX,4353,N406YX,DEP,JFK,IND,T8,narrow,12:00,720,11:54,714.0,20.0,734.0,-6.0,665.0
2024-08-01,F0263,YX,5720,N239JQ,ARR,BOS,JFK,T8,narrow,12:00,720,,744.0,14.0,730.0,24.0,187.0
2024-08-01,F0264,OO,3763,N257SY,DEP,JFK,MKE,T4,narrow,12:00,720,14:47,887.0,80.0,967.0,167.0,745.0
2024-08-01,F0265,YX,4369,N440YX,ARR,BOS,JFK,T8,narrow,12:00,720,,692.0,11.0,681.0,-28.0,187.0
2024-08-01,F0266,YX,4687,N435YX,DEP,JFK,ORH,T8,narrow,12:00,720,11:56,716.0,19.0,735.0,-4.0,150.0
2024-08-01,F0267,B6,404,N966JT,ARR,SJU,JFK,T5,narrow,12:00,720,,720.0,6.0,714.0,0.0,1598.0
2024-08-01,F0268,B6,2503,N972JT,DEP,JFK,SJU,T5,narrow,12:02,722,12:02,722.0,15.0,737.0,0.0,1598.0
2024-08-01,F0269,9E,4946,N325PQ,ARR,DTW,JFK,T4,narrow,12:03,723,,706.0,7.0,699.0,-17.0,509.0
2024-08-01,F0270,AA,18,N313SB,ARR,MIA,JFK,T8,narrow,12:04,724,,687.0,5.0,682.0,-37.0,1089.0
2024-08-01,F0271,YX,4378,N422YX,DEP,JFK,RDU,T8,narrow,12:10,730,12:03,723.0,15.0,738.0,-7.0,427.0
2024-08-01,F0272,B6,92,N324JB,ARR,ACK,JFK,T5,narrow,12:13,733,,713.0,10.0,703.0,-20.0,199.0
2024-08-01,F0273,DL,1411,N362NW,ARR,AUS,JFK,T4,narrow,12:13,733,,718.0,10.0,708.0,-15.0,1521.0
2024-08-01,F0274,B6,2719,N3139J,DEP,JFK,ATL,T5,narrow,12:15,735,12:11,731.0,25.0,756.0,-4.0,760.0
2024-08-01,F0275,9E,5436,N182GJ,ARR,SYR,JFK,T4,narrow,12:16,736,,721.0,15.0,706.0,-15.0,209.0
2024-08-01,F0276,B6,1054,N3065J,ARR,PBI,JFK,T5,narrow,12:19,739,,791.0,4.0,787.0,52.0,1028.0
2024-08-01,F0277,DL,454,N127DU,ARR,DFW,JFK,T4,narrow,12:24,744,,734.0,8.0,726.0,-10.0,1391.0
2024-08-01,F0278,DL,1961,N898DN,DEP,JFK,SJU,T4,narrow,12:25,745,12:16,736.0,18.0,754.0,-9.0,1598.0
2024-08-01,F0279,9E,5223,N678CA,ARR,BUF,JFK,T4,narrow,12:29,749,,796.0,7.0,789.0,47.0,301.0
2024-08-01,F0280,9E,5072,N935XJ,DEP,JFK,RDU,T4,narrow,12:29,749,12:23,743.0,23.0,766.0,-6.0,427.0
2024-08-01,F0281,B6,1273,N3162J,DEP,JFK,CHS,T5,narrow,12:29,749,12:30,750.0,20.0,770.0,1.0,636.0
2024-08-01,F0282,DL,336,N550DN,ARR,DEN,JFK,T4,narrow,12:29,749,,717.0,6.0,711.0,-32.0,1626.0
2024-08-01,F0283,DL,2342,N423DX,DEP,JFK,ATL,T4,narrow,12:29,749,12:57,777.0,14.0,791.0,28.0,760.0
2024-08-01,F0284,B6,1584,N828JB,ARR,MCO,JFK,T5,narrow,12:30,750,,733.0,4.0,729.0,-17.0,944.0
2024-08-01,F0285,B6,285,N3203J,DEP,JFK,RDU,T5,narrow,12:30,750,12:27,747.0,21.0,768.0,-3.0,427.0
2024-08-01,F0286,YX,4300,N440YX,DEP,JFK,CLE,T8,narrow,12:40,760,12:34,754.0,22.0,776.0,-6.0,425.0
2024-08-01,F0287,B6,1901,N3194J,ARR,BUF,JFK,T5,narrow,12:43,763,,786.0,4.0,782.0,23.0,301.0
2024-08-01,F0288,B6,217,N3118J,ARR,BOS,JFK,T5,narrow,12:44,764,,765.0,4.0,761.0,1.0,187.0
2024-08-01,F0289,9E,5294,N301PQ,ARR,RDU,JFK,T4,narrow,12:45,765,,788.0,5.0,783.0,23.0,427.0
2024-08-01,F0290,B6,1002,N965JT,ARR,FLL,JFK,T5,narrow,12:47,767,,752.0,10.0,742.0,-15.0,1069.0
2024-08-01,F0291,9E,4826,N302PQ,ARR,CLT,JFK,T4,narrow,12:48,768,,781.0,9.0,772.0,13.0,541.0
2024-08-01,F0292,B6,342,N595JB,ARR,SAV,JFK,T5,narrow,12:49,769,,751.0,6.0,745.0,-18.0,718.0
2024-08-01,F0293,YX,5836,N823MD,DEP,JFK,ACK,T8,narrow,12:50,770,13:14,794.0,24.0,818.0,24.0,199.0
2024-08-01,F0294,YX,5828,N239JQ,DEP,JFK,MVY,T8,narrow,12:50,770,13:13,793.0,26.0,819.0,23.0,173.0
2024-08-01,F0295,9E,5095,N325PQ,DEP,JFK,DTW,T4,narrow,12:53,773,12:49,769.0,25.0,794.0,-4.0,509.0
2024-08-01,F0296,9E,5228,N927XJ,ARR,CLE,JFK,T4,narrow,12:53,773,,785.0,8.0,777.0,12.0,425.0
2024-08-01,F0297,B6,295,N665JB,DEP,JFK,AUS,T5,narrow,12:55,775,12:57,777.0,21.0,798.0,2.0,1521.0
2024-08-01,F0298,OO,3950,N320SY,ARR,IAD,JFK,T4,narrow,12:57,777,,794.0,13.0,781.0,17.0,228.0
2024-08-01,F0299,9E,4829,N186PQ,ARR,JAX,JFK,T4,narrow,12:59,779,,776.0,9.0,767.0,-3.0,828.0
2024-08-01,F0300,DL,2466,N703TW,ARR,ATL,JFK,T4,narrow,12:59,779,,779.0,7.0,772.0,0.0,760.0
2024-08-01,F0301,AA,2829,N313SB,DEP,JFK,PHX,T8,narrow,12:59,779,12:58,778.0,18.0,796.0,-1.0,2153.0
2024-08-01,F0302,9E,5015,N181PQ,ARR,CHS,JFK,T4,narrow,12:59,779,,770.0,6.0,764.0,-9.0,636.0
2024-08-01,F0303,B6,126,N623JB,ARR,TPA,JFK,T5,narrow,12:59,779,,785.0,12.0,773.0,6.0,1005.0
2024-08-01,F0304,B6,1274,N3112J,ARR,CHS,JFK,T5,narrow,12:59,779,,790.0,4.0,786.0,11.0,636.0
2024-08-01,F0305,B6,678,N3125J,ARR,JAX,JFK,T5,narrow,12:59,779,,766.0,4.0,762.0,-13.0,828.0
2024-08-01,F0306,AS,15,N972AK,DEP,JFK,SFO,T7,narrow,13:00,780,12:53,773.0,31.0,804.0,-7.0,2586.0
2024-08-01,F0307,B6,1515,N988JT,DEP,JFK,SFO,T5,narrow,13:00,780,12:53,773.0,43.0,816.0,-7.0,2586.0
2024-08-01,F0308,B6,186,N3157J,DEP,JFK,ROC,T5,narrow,13:04,784,13:15,795.0,26.0,821.0,11.0,264.0
2024-08-01,F0309,B6,2516,N324JB,DEP,JFK,HYA,T5,narrow,13:05,785,13:02,782.0,27.0,809.0,-3.0,196.0
2024-08-01,F0310,9E,5315,N182GJ,DEP,JFK,ITH,T4,narrow,13:06,786,13:05,785.0,29.0,814.0,-1.0,189.0
2024-08-01,F0311,B6,1530,N3044J,ARR,RSW,JFK,T5,narrow,13:11,791,,786.0,7.0,779.0,-5.0,1074.0
2024-08-01,F0312,9E,5207,N137EV,ARR,SAV,JFK,T4,narrow,13:14,794,,780.0,5.0,775.0,-14.0,718.0
2024-08-01,F0313,YX,4588,N427YX,ARR,CLE,JFK,T8,narrow,13:15,795,,801.0,7.0,794.0,6.0,425.0
2024-08-01,F0314,DL,1167,N362NW,DEP,JFK,AUS,T4,narrow,13:18,798,13:14,794.0,23.0,817.0,-4.0,1521.0
2024-08-01,F0315,9E,5296,N678CA,DEP,JFK,BUF,T4,narrow,13:19,799,14:06,846.0,26.0,872.0,47.0,301.0
2024-08-01,F0316,YX,5838,N241JQ,ARR,DCA,JFK,T8,narrow,13:22,802,,797.0,8.0,789.0,-5.0,213.0
2024-08-01,F0317,9E,5330,N925XJ,ARR,ROC,JFK,T4,narrow,13:22,802,,805.0,20.0,785.0,3.0,264.0
2024-08-01,F0318,DL,1035,N127DU,DEP,JFK,JAX,T4,narrow,13:25,805,13:36,816.0,15.0,831.0,11.0,828.0
2024-08-01,F0319,AA,820,N987AN,ARR,DFW,JFK,T8,narrow,13:29,809,,800.0,5.0,795.0,-9.0,1391.0
2024-08-01,F0320,B6,679,N3118J,DEP,JFK,MKE,T5,narrow,13:29,809,13:36,816.0,36.0,852.0,7.0,745.0
2024-08-01,F0321,AA,2812,N764US,ARR,CLT,JFK,T8,narrow,13:29,809,,805.0,7.0,798.0,-4.0,541.0
2024-08-01,F0322,YX,4395,N418YX,DEP,JFK,CVG,T8,narrow,13:29,809,13:24,804.0,20.0,824.0,-5.0,589.0
2024-08-01,F0323,9E,5370,N308PQ,ARR,ORF,JFK,T4,narrow,13:29,809,,807.0,15.0,792.0,-2.0,290.0
2024-08-01,F0324,B6,218,N3194J,DEP,JFK,BOS,T5,narrow,13:30,810,14:11,851.0,31.0,882.0,41.0,187.0
2024-08-01,F0325,9E,5328,N301PQ,DEP,JFK,SYR,T4,narrow,13:35,815,14:01,841.0,30.0,871.0,26.0,209.0
2024-08-01,F0326,B6,164,N3156J,ARR,SRQ,JFK,T5,narrow,13:35,815,,861.0,7.0,854.0,46.0,1041.0
2024-08-01,F0327,9E,5405,N302PQ,DEP,JFK,PWM,T4,narrow,13:38,818,13:46,826.0,27.0,853.0,8.0,273.0
2024-08-01,F0328,B6,2592,N999JQ,ARR,MIA,JFK,T5,narrow,13:44,824,,804.0,4.0,800.0,-20.0,1089.0
2024-08-01,F0329,YX,4712,N105HQ,ARR,BNA,JFK,T8,narrow,13:45,825,,834.0,10.0,824.0,9.0,765.0
2024-08-01,F0330,9E,5395,N186PQ,DEP,JFK,ORF,T4,narrow,13:45,825,14:00,840.0,29.0,869.0,15.0,290.0
2024-08-01,F0331,DL,2049,N120DN,ARR,MCO,JFK,T4,narrow,13:48,828,,839.0,5.0,834.0,11.0,944.0
2024-08-01,F0332,9E,5096,N913XJ,ARR,CVG,JFK,T4,narrow,13:49,829,,871.0,62.0,809.0,42.0,589.0
2024-08-01,F0333,DL,2042,N813DN,ARR,TPA,JFK,T4,narrow,13:49,829,,832.0,12.0,820.0,3.0,1005.0
2024-08-01,F0334,B6,906,N3077J,ARR,ORD,JFK,T5,narrow,13:50,830,,823.0,5.0,818.0,-7.0,740.0
2024-08-01,F0335,YX,5799,N233JQ,ARR,ORD,JFK,T8,narrow,13:50,830,,896.0,60.0,836.0,66.0,740.0
2024-08-01,F0336,9E,5287,N936XJ,ARR,BTV,JFK,T4,narrow,13:53,833,,802.0,5.0,797.0,-31.0,266.0
2024-08-01,F0337,DL,747,N1604R,DEP,JFK,LAX,T4,narrow,13:55,835,13:53,833.0,30.0,863.0,-2.0,2475.0
2024-08-01,F0338,YX,4765,N425YX,ARR,RDU,JFK,T8,narrow,13:57,837,,810.0,9.0,801.0,-27.0,427.0
2024-08-01,F0339,B6,53,N3112J,DEP,JFK,PBI,T5,narrow,13:59,839,15:53,953.0,27.0,980.0,114.0,1028.0
2024-08-01,F0340,DL,2974,N387DN,ARR,FLL,JFK,T4,narrow,13:59,839,,868.0,6.0,862.0,29.0,1069.0
2024-08-01,F0341,9E,5086,N908XJ,ARR,PIT,JFK,T4,narrow,13:59,839,,867.0,46.0,821.0,28.0,340.0
2024-08-01,F0342,9E,5305,N137EV,DEP,JFK,SAV,T4,narrow,13:59,839,13:56,836.0,23.0,859.0,-3.0,718.0
2024-08-01,F0343,9E,4910,N606LR,ARR,MCI,JFK,T4,narrow,13:59,839,,812.0,6.0,806.0,-27.0,1113.0
2024-08-01,F0344,B6,821,N3065J,DEP,JFK,RSW,T5,narrow,14:00,840,14:13,853.0,34.0,887.0,13.0,1074.0
2024-08-01,F0345,YX,4551,N106HQ,ARR,DCA,JFK,T8,narrow,14:02,842,,817.0,10.0,807.0,-25.0,213.0
2024-08-01,F0346,9E,5200,N927XJ,DEP,JFK,CHS,T4,narrow,14:04,844,14:05,845.0,86.0,931.0,1.0,636.0
2024-08-01,F0347,DL,2018,N382DA,ARR,PBI,JFK,T4,narrow,14:08,848,,851.0,9.0,842.0,3.0,1028.0
2024-08-01,F0348,YX,4734,N427YX,DEP,JFK,PIT,T8,narrow,14:10,850,14:09,849.0,26.0,875.0,-1.0,340.0
2024-08-01,F0349,9E,4995,N925XJ,DEP,JFK,PIT,T4,narrow,14:12,852,14:12,852.0,31.0,883.0,0.0,340.0
2024-08-01,F0350,B6,82,N789JB,ARR,IAH,JFK,T5,narrow,14:13,853,,852.0,5.0,847.0,-1.0,1417.0
2024-08-01,F0351,DL,546,N518DQ,ARR,PHX,JFK,T4,narrow,14:14,854,,835.0,9.0,826.0,-19.0,2153.0
2024-08-01,F0352,YX,5655,N241JQ,DEP,JFK,BOS,T8,narrow,14:25,865,14:26,866.0,19.0,885.0,1.0,187.0
2024-08-01,F0353,B6,2993,N3044J,DEP,JFK,MIA,T5,narrow,14:25,865,14:19,859.0,46.0,905.0,-6.0,1089.0
2024-08-01,F0354,B6,2824,N979JT,ARR,LAX,JFK,T5,narrow,14:25,865,,844.0,5.0,839.0,-21.0,2475.0
2024-08-01,F0355,DL,1528,N829DN,ARR,MIA,JFK,T4,narrow,14:28,868,,848.0,10.0,838.0,-20.0,1089.0
2024-08-01,F0356,OO,4015,N320SY,DEP,JFK,BNA,T4,narrow,14:29,869,14:24,864.0,26.0,890.0,-5.0,765.0
2024-08-01,F0357,YX,5649,N201JQ,ARR,CMH,JFK,T8,narrow,14:30,870,,881.0,26.0,855.0,11.0,483.0
2024-08-01,F0358,YX,4315,N128HQ,ARR,CMH,JFK,T8,narrow,14:30,870,,862.0,14.0,848.0,-8.0,483.0
2024-08-01,F0359,B6,2902,N3156J,DEP,JFK,BUF,T5,narrow,14:30,870,15:19,919.0,40.0,959.0,49.0,301.0
2024-08-01,F0360,9E,5028,N308PQ,DEP,JFK,RDU,T4,narrow,14:30,870,14:25,865.0,42.0,907.0,-5.0,427.0
2024-08-01,F0361,DL,2430,N372DA,ARR,RSW,JFK,T4,narrow,14:31,871,,867.0,7.0,860.0,-4.0,1074.0
2024-08-01,F0362,DL,2380,N801DZ,ARR,ATL,JFK,T4,narrow,14:34,874,,928.0,64.0,864.0,54.0,760.0
2024-08-01,F0363,B6,1677,N3077J,DEP,JFK,JAX,T5,narrow,14:35,875,14:47,887.0,49.0,936.0,12.0,828.0
2024-08-01,F0364,AA,1585,N987AN,DEP,JFK,DFW,T8,narrow,14:35,875,14:33,873.0,49.0,922.0,-2.0,1391.0
2024-08-01,F0365,DL,934,N171DN,ARR,LAX,JFK,T4,narrow,14:35,875,,858.0,5.0,853.0,-17.0,2475.0
2024-08-01,F0366,B6,1216,N985JT,ARR,SFO,JFK,T5,narrow,14:37,877,,876.0,7.0,869.0,-1.0,2586.0
2024-08-01,F0367,YX,4338,N132HQ,ARR,CVG,JFK,T8,narrow,14:38,878,,858.0,15.0,843.0,-20.0,589.0
2024-08-01,F0368,9E,5012,N913XJ,DEP,JFK,CVG,T4,narrow,14:39,879,15:25,925.0,79.0,1004.0,46.0,589.0
2024-08-01,F0369,9E,4976,N326PQ,ARR,IND,JFK,T4,narrow,14:39,879,,880.0,24.0,856.0,1.0,665.0
2024-08-01,F0370,OO,4102,N322SY,ARR,BNA,JFK,T4,narrow,14:39,879,,902.0,10.0,892.0,23.0,765.0
2024-08-01,F0371,B6,1339,N284JB,ARR,MVY,JFK,T5,narrow,14:40,880,,855.0,9.0,846.0,-25.0,173.0
2024-08-01,F0372,9E,4984,N936XJ,DEP,JFK,IND,T4,narrow,14:43,883,14:37,877.0,53.0,930.0,-6.0,665.0
2024-08-01,F0373,AA,332,N912AN,ARR,ORD,JFK,T8,narrow,14:45,885,,893.0,9.0,884.0,8.0,740.0
2024-08-01,F0374,AA,32,N101NN,ARR,LAX,JFK,T8,narrow,14:45,885,,855.0,6.0,849.0,-30.0,2475.0
2024-08-01,F0375,AA,397,N764US,DEP,JFK,CLT,T8,narrow,14:50,890,14:50,890.0,31.0,921.0,0.0,541.0
2024-08-01,F0376,B6,383,N999JQ,DEP,JFK,MCO,T5,narrow,14:50,890,14:59,899.0,70.0,969.0,9.0,944.0
2024-08-01,F0377,9E,5040,N606LR,DEP,JFK,CLT,T4,narrow,14:50,890,14:46,886.0,59.0,945.0,-4.0,541.0
2024-08-01,F0378,9E,5408,N200PQ,DEP,JFK,MCI,T4,narrow,14:54,894,14:53,893.0,65.0,958.0,-1.0,1113.0
2024-08-01,F0379,YX,4577,N105HQ,DEP,JFK,DCA,T8,narrow,14:55,895,14:52,892.0,57.0,949.0,-3.0,213.0
2024-08-01,F0380,DL,451,N503DZ,ARR,PDX,JFK,T4,narrow,14:55,895,,886.0,7.0,879.0,-9.0,2454.0
2024-08-01,F0381,9E,5308,N908XJ,DEP,JFK,BWI,T4,narrow,14:55,895,15:40,940.0,50.0,990.0,45.0,184.0
2024-08-01,F0382,DL,679,N703TW,DEP,JFK,SFO,T4,narrow,14:55,895,15:01,901.0,35.0,936.0,6.0,2586.0
2024-08-01,F0383,YX,5847,N235JQ,ARR,BOS,JFK,T8,narrow,14:57,897,,899.0,20.0,879.0,2.0,187.0
2024-08-01,F0384,YX,4306,N123HQ,ARR,IND,JFK,T8,narrow,14:58,898,,884.0,8.0,876.0,-14.0,665.0
2024-08-01,F0385,DL,1419,N120DN,DEP,JFK,FLL,T4,narrow,14:58,898,15:32,932.0,85.0,1017.0,34.0,1069.0
2024-08-01,F0386,B6,125,N595JB,DEP,JFK,TPA,T5,narrow,14:59,899,14:58,898.0,91.0,989.0,-1.0,1005.0
2024-08-01,F0387,YX,4388,N106HQ,DEP,JFK,CLE,T8,narrow,14:59,899,14:54,894.0,57.0,951.0,-5.0,425.0
2024-08-01,F0388,AA,234,N105NN,ARR,SFO,JFK,T8,narrow,14:59,899,,871.0,6.0,865.0,-28.0,2586.0
2024-08-01,F0389,DL,2170,N813DN,DEP,JFK,ATL,T4,narrow,14:59,899,15:02,902.0,76.0,978.0,3.0,760.0
2024-08-01,F0390,AA,2622,N833NN,ARR,MIA,JFK,T8,narrow,14:59,899,,1085.0,35.0,1050.0,186.0,1089.0
2024-08-01,F0391,B6,2223,N979JT,DEP,JFK,LAX,T5,narrow,15:00,900,15:17,917.0,43.0,960.0,17.0,2475.0
2024-08-01,F0392,YX,4687,N435YX,ARR,ORH,JFK,T8,narrow,15:00,900,,880.0,17.0,863.0,-20.0,150.0
